subject,combination_id,combination_rel_probs,combination_freq
13,ALLDONE_FOOD,0.0034631639361369093,1
13,ALLDONE_NOW,7.174162579567985e-5,1
13,FOOD_GOOUTSIDE,0.016326344270359713,3
13,FOOD_HELP,0.01137896721873556,1
13,FOOD_NOW,0.005442114756786571,1
13,FOOD_OTHER,0.06975801642790061,7
13,FOOD_OWNNAME,0.01137896721873556,1
13,FOOD_PERSON_PARENT,0.018800032796171796,2
13,FOOD_PLAY_ALL,0.017810557385846963,2
13,FOOD_TOY_PUZZLE,0.025231622963283195,9
13,FOOD_WANT,0.0019789508206496625,2
13,FOOD_WATER,0.04996850822140398,16
13,GOOUTSIDE_LATER,5.226889879399531e-4,1
13,GOOUTSIDE_OTHER,0.004335243958796082,2
13,HELP_OTHER,0.0030215336682518153,1
13,HELP_OWNNAME,4.928742863105798e-4,2
13,HELP_PLAY_ALL,7.714554046600379e-4,1
13,HELP_TOY_PUZZLE,0.0010928951566017203,1
13,HELP_WATER,0.0021643609964073283,1
13,LATER_NOW,1.7422966264665104e-4,1
13,LATER_OTHER,0.0022333074939252543,1
13,LATER_OWNNAME,3.6429838553390676e-4,1
13,NOW_OTHER,0.001445081319598694,1
13,OTHER_OWNNAME,0.0030215336682518153,2
13,OTHER_WATER,0.0132684739344971,2
13,OTHER_YES,1.3137102905442675e-4,1
13,OWNNAME_PERSON_PARENT,8.143140382522623e-4,4
13,OWNNAME_PLAY_ALL,7.714554046600379e-4,1
13,PERSON_PARENT_TOY_PUZZLE,0.0018056528674289293,1
13,PLAY_ALL_TOY_PUZZLE,0.0017106185059853013,1
13,PLAY_ALL_WATER,0.0033876954726375576,2
13,TOY_PUZZLE_WATER,0.004799235252903207,5
14,ALLDONE_NOW,1.318513244465541e-4,1
14,FOOD_GOOUTSIDE,0.007471575051971396,2
14,FOOD_LATER,0.0029886300207885587,1
14,FOOD_PLAY_ALL,0.004781808033261694,1
14,FOOD_TOY_PUZZLE,0.008965890062365676,6
14,FOOD_WATER,0.006873849047813685,2
14,GOOUTSIDE_OTHER,0.023513486192968808,1
14,GOOUTSIDE_TOY_PUZZLE,0.0032962831111638517,1
14,HELP_PLAY_ALL,0.00140641412742991,4
14,HELP_WATER,0.0020217203081804957,1
14,LATER_OTHER,0.009405394477187523,2
14,NO_OTHER,0.025394565088406314,15
14,NO_YES,4.7466476800759466e-4,1
14,OTHER_TOY_PUZZLE,0.02821618343156257,5
14,OTHER_WATER,0.021632407297531304,2
14,OTHER_YES,0.0037621577908750095,1
14,TOY_PUZZLE_WATER,0.0030325804622707434,4
15,ALLDONE_FOOD,0.002637105890428644,1
15,ALLDONE_HELP,0.002501483301778028,2
15,ALLDONE_LATER,3.1645270685143724e-4,7
15,ALLDONE_OTHER,0.007549657434884288,26
15,ALLDONE_OWNNAME,0.00246381036048619,1
15,FOOD_HELP,0.01306745008391507,25
15,FOOD_LATER,0.0016531111551940753,1
15,FOOD_LOVEYOU,0.00401469851975704,6
15,FOOD_OTHER,0.03943850898820151,20
15,FOOD_OWNNAME,0.012870651136868158,18
15,FOOD_PERSON_PARENT,0.014208883976787172,18
15,FOOD_TOY_PUZZLE,0.009406989668842477,5
15,FOOD_WANT,0.006297566305501239,10
15,HELP_LATER,0.0015680940100698086,3
15,HELP_LOVEYOU,0.0038082283101695353,7
15,HELP_OTHER,0.03741024281166543,23
15,HELP_OWNNAME,0.01220873193554351,14
15,HELP_PERSON_PARENT,0.013478141372266689,39
15,HELP_TOY_PUZZLE,0.008923201628730578,5
15,HELP_WANT,0.005973691466932604,6
15,LATER_OTHER,0.004732621078584181,11
